ID,PREDICTED_CLUSTER,GROUND_TRUTH_CLUSTER,REFERENCE
B986615,B919110,131,C A G 26467 TRANCAS COURT SUN CITY CA 92586 909 231 5077
B919110,B919110,131,A GLASS 26467 TRANCAS CT SUN CITY CA 92586 909 231 5077
B952655,B919110,158,A G PADILLA 1414 SAN ABINGDON AVE PORT SAINT LUCIE FL 34953 772 756 1802
B955975,B919299,116,OLGA L WINTERS 15234 POST HUMBLE TX 77347 281 724 4614
B990349,B919299,116,OLGA L WINTERS 44 MEADOWLARK CIR ELLENTON FL 34222 941 666 3731
B952475,B919299,116,OLGA L WINTERS 22403 SW 126TH AVENU MIAMI FLA 33170 305 803 8107
B919299,B919299,116,OLGA L DECOITS 44 MEADOWLARK CIR ELLENTONFLORIDA 34222 941 666 3731
B922631,B919299,116,OLGA L WINTERS 953501 POST OFFICE LAE MARY FLORIDA 32795 407 785 7210
B931387,B919299,116,OLGA L WINTERS 44 MEADOWLARK CIR ELLENTON FL 3X4222 941 666 3731
B976102,B919327,9,GALDYS S BARAONA 55582 APARTADO HAYWARD CA 94545 530 334 6678
B919327,B919327,9,GLADYS S BARAONA 860 42D ST OAKLAND CA 94608 530 335 6810
B946898,B919515,114,JILL J PALOMINO 5515 KALISPELL WAY SACRAMENTO CALI 95835 916 617 1440
B925982,B919515,114,JILL J PALOMINO 17583 OFFICE BOX CLEARWATER FL 33762 727 413 7460
B993856,B919515,115,ANDREW S DOLAN 2149 SW GEMINI LN PORT SAINT LUCIE FLA 34984 772 724 0737
B952890,B919515,115,ANDREW S DONNA 2149 SWQ GEMINI LN PORT SAINT LUCIE FLORIDA 34984 772 724 0737
B919515,B919515,115,ANDREW S DOLAN 924571 CALL BOX HOMESTESAD FLA 33092 305 665 4287
B978957,B919515,115,ANDREW S DOLAN 17583 BUZON CLEARWATER FL 33762 727 413 7460
B919590,B919590,124,ELLEN M G 1533 PICASSO LANE OXNARD CA 93033 805 870 3616
B977580,B919590,124,E M GOMEZ HERNANDEZ 1533 PICASSO LN OXNARD CALIFORNIA 93033 805 870 3616
B985364,B919590,124,M GOMEZ HERNANDEZ 1533 PICASSO LN OXNARD CALIF 93033 805 870 3616
B981061,B919745,155,STORMY L LORIE 1741 FAIRWAY DRIVE MOUNTAIN HOME ARKAN 72653 870 283 6547
B942441,B919745,155,STORMY L JOHNSON 1319 PERSHICNG AVENU SA MATEO CALIFORNIA 94403 650 840 4237
B919745,B919745,155,STORYM L LORIE 1741 FAIRWAY DRIV MOUNTAIN HOME AR 72653 870 283 6547
B926245,B919745,155,TSORMY L JOHNSON 60103 APARTADO BAKERSFIELD CALIFORNIA 93386 661 413 7076
B939283,B919745,155,S L LORIE 1741 FAIRWAY DR MOUNTAN HOME AR 72653 870 283 6547
B919902,B919902,7,DIANNE J TURCOTTE 13889 DOVE CANYON WAY RANCHO CUCAMONGA CA 91739 909 238 7834
B920140,B920140,82,LIDIA S HINDS 3725 DIMAGGIO WAY ANTIOCH CA 94O509 925 348 4561
B927313,B920140,82,LIDIA S HNIDS 13854 BAYBERRY STREET VICTORVILLE CA 92392 760 447 3462
B927756,B920140,82,LIDIA S HINDS 3725 DIMAGGIO WAY ANTIOCH CA 94509 925 348 4561
B933827,B920140,82,L S HINDS 3725 DIMAGGIO WAY ANTIOCH CA 94509 925 348 4561
B958953,B920698,112,MAYR IPNAL RINCON 26815 PAMELA DR CANYON COUNTRY CA 91351 661 601 8446
B971991,B920698,112,POLLY PINAL RINCON 26815 PAMELA DRV CANYON COUNTRY CALIF 91351 661 601 8446
B957805,B920698,112,MARY PINAL RINCON 9509 BRADWELL AVE SANTA FE SPRINGS CALIFORNIA 90670 562 752 2014
B944877,B920698,112,MARY C PINLA RINCON 1371 BROOKSIDE DR VENICE FL 34285 941 654 8404
B938619,B920698,112,PINAL RINCON 26815 PAMELA DR CANYON COUNTRY CA 91351 661 601 8446
B934240,B920698,112,MAMIE PINAL RINCON 634 ALBER ST CHULA VISTA CA 91911 619 724 2282
B922873,B920698,112,MOIRA C PINAL RINCON 1371 BROOKSIDE DR VENICE FL 34285 941 654 8404
B920698,B920698,112,MARY PINAL RINCON 634 ALBER ST CHULA VISTA CALIFORNIA 91911 619 724 2282
B939408,B920698,112,C PINAL RINCON 1371 FBROOKSIDE DRIV VENICE FL 34285 941 654 8404
B982688,B920698,112,MAYR PINAL RINCON 634 ALBER STREET CULA VISTA CA 91911 619 724 2282
B988654,B921077,41,DACEY QUILES 1894 HARTFORD S SALINAS CALIFORNIA 93906 831 567 4004
B921077,B921077,41,CANDACE QUILES 10808 FOOTHILL BLVD STE 160 166 RANCHO CUCAMONGA CALIF 91S730 909 522 1807
B945630,B921077,41,CANDACE U 10808 FOOTHILL BOUL SUITE 160 166M RANCHO CUCAMONGA WAY 91730 909 522 1807
B971789,B921077,41,CANDACE QUILES 1894 HARTFORD ST SALINAS CA 93906 831 567 4004
B946843,B921077,42,FRANCISCO L URBANSKI 1894 HARTFORD ST SALINAS CALI 93906 831 567 4004
B987606,B921077,42,F L URBANKSI 1894 HARTFORD T SALINAS CA P93906 831 567 4004
B985198,B921077,42,FRANCISCO L URBANSKI 1894 HARTFORD ST SALINAS CALIFORNIA 93906 831 567 4004
B981733,B921077,42,FRANCISCO L URBANSKI 10808 FOOTHILL BLVD STEJ 160 166 RANCHO CUCAMONGA CALIFORNIA 91730 909 522 1807
B953235,B921077,42,FRANCISCO L URBANSKI 10808 FOOTHILL BLVD STE 16 166 RANCHO CUCAMONGA CALIF 91730 909 522 1807
B944997,B921077,42,FRANCISCO L URBANSKI 10808 FOOTHILL BLVD SIUITE 160 166 RANCHO CUCAMONGA CA 91730 909 522 1807
B963185,B921077,42,FRANCISCO L URBANSKI 821 E 116TH PL LOS ANGELES CALIF 90059 818 160 2131
B938956,B922433,107,NICOLE JOHNSON 9483 APTDO NORTH HOLLYWOOD CA 91609 818 717 4324
B963539,B922433,107,NICOLE JOHNSON 9418 EL CAJON ST VENTURA CA 93004 805 628 8608
B986583,B922433,107,NICOLE VTZENOVA 9418 EL CAJON T VENTURA CALI 93004H 805 628 8608
B931935,B922433,107,NICOLE TZENOVA 9418 EL CAJON STRT VENTURA CA 93004 805 628 8608
B962880,B922433,108,R TZENOVA 9418 EL CAJON ST VENTURA CA 93004 805 628 8608
B931155,B922433,108,LUIS R TZENOVA 105 CALL BOX PASADENA TX 77501 713 167 5564
B922433,B922433,108,LUIS R TZENOVA 7578 CRESTWICK COURT FORT WORTH TX 76112 817 848 3525
B922708,B922708,113,MATT R CHECA 130 WINDSORY DRIVE WYLIE TX 75098 972 271 7308
B929168,B922708,113,MATTHEW R CHECA 8818 MINES AVE PICOC RIVERA CA 90660 562 472 5757
B959660,B922708,113,MTATHEW R CHECA 6233 BOX BURBANK CA 91510 818 538 1280
B972405,B922708,113,MATTHEW R CHECA 8423 LAKE CRYSTAL DR HOUSTON TX 77095 713 836 5135
B985399,B922708,113,MATTHEW R CHECA 8423 LAKE CRYSTAL DR HOUSTON TEXAS 77095 713 836 5135
B963595,B922853,168,DONALD LAMAR G 2241 CAPE CORAL CT ELVERTA CALI 95626 916 725 2148
B992859,B922853,168,ODNALD LAMAR GILES 2241 CAPE CORAL CT ELVRTA CA 95626 916 725 2148
B970041,B922853,168,DONALD LAMAR GILES 2241 CZAPE CORAL CT ELVERTA CCA 95626 916 725 2148
B960149,B922853,168,DONALD LAMAR GILES 29 VISTA DEL CANON ALISO VIEJO CA 92656 949 706 2352
B922853,B922853,168,DONALD LAMAR GILES 29 VISTA DEL CANON ALISO VIEJOCA 92656 949 706 2352
B932598,B922853,168,DONADL LAMAR GILES 832 ETHEL PL NATIONAL CITY CALIFORNIA 91950 619 706 2681
B928247,B922853,168,DONALD LAMAR GILSE 1931 BUZON SALINAS CALIF 93902 831 208 6836
B948069,B922853,168,DONALD LAMAR G 832 EMTHEL PL NATIONAL CITY CALIF 9195 619 706 2681
B988685,B922853,168,DONALD LAMAR GILES 832 EHEL PL NATIONAL CITY CALI 91950 619 706 2681
B986758,B923092,5,RENE M HENRY 2869 EL MONTE WAY SAN JOSE CA 5127 408 280 4225
B923092,B923092,5,RENE M HENRY 11 BURLWOODCOURT PITTSBURG CA 94565 925 417 0743
B975951,B923092,5,ERNE M HENRY 11 BURLWOOD CT PITTSBURG CALIFORNIA 94565 925 417 0743
B985187,B923092,5,RENE M HENRY 11 BURLWOUOD CT PITTSBURG CALIFORNIA 94565 925 417 0743
B959790,B923431,60,DAVY R PIERRE CANEL 303 N ROSPERO DR APT 2 COVINA CA 91723 626 150 1300
B923431,B923431,60,DAVID R PIERRE CANEL 576 ORTEGA ST SAN FRANCISCO CALIFORNIA 94122 415 328 8676
B955385,B923431,60,R PIERRE CANEL 576 ORTEGA ST SAN FRANCISCO CA 94122 415 328 8676
B923433,B923433,64,JOSE H DHALA 90335 APARTADO AUSTIN TX 78709 512 764 2042
B930311,B923433,64,JOSE H DHALA 880 ARROWDR COPPERAS COVE TEXAS R76522 254 212 4763
B923866,B923866,190,MARY B NCIKERSON 9602 E CAMINO REAL AVE ARCADIA CA 91007 626 344 4013
B970401,B924357,81,FREDY E GREGORY 22372 WALLINGFORD LN HUNTINGTON BEACH CA 92646 714 387 0415
B977602,B924357,81,FREDY E G 1502 VANVLECK STR YUBA CITY CALI 95993 650 710 0177
B976178,B924357,81,FREDY E GREGORY 1502 VAN VLECK STR YUBA CITY CALIF 95993 650 710 0177
B931009,B924357,81,FREDY E GREGORY 22372 WALLINGFORD LANE HUNXTINGTON BEACH CALI 92646 714 387 0415
B924357,B924357,81,FREDY E GREGORY 1502 VAN VLECK STR YUBA CITY CALIF 95993 650 710 0177
B933880,B924357,81,FREDY E GREGORY 22372 WALLINGFORD LN HFUNTINGTON BEACH CA 92646 714 387 0415
B948666,B924656,175,MAYR L RAY 333 POINSETTIA AVE VISTA CA 92083 760 334 4856
B990036,B924656,175,MARY L RAY 10001 SW 14TH TER MIAMI FL 33174 305 410 7875
B924787,B924656,175,MAURA L RAY 540 SAINT VINCENT IRVINE CALIF 92618 949 237 3076
B925189,B924656,175,MARSHA L RAY 540 SAINT VINCENT IRVINE CA 92618 949 237 3076
B931011,B924656,175,MARY L RAY 10186 VOGE ST SAN DIEGO CALIFORNIA 92124 619 352 4406
B951200,B924656,175,AMERICA L RAY 333 POINSETTIA AVE VISTA CA 92083 760 334 4856
B948818,B924656,175,MARY L RAY 501 MIRASL CIR APT 111 KISSIMMEE FLA 34747 407 182 3386
B955372,B924656,176,HERBER L FRANKS 5072 E 61ST ST MAYWOOD CALIFORNIA 90270 323 787 4301
B946100,B924656,176,HERBER L FRANKS 10186 VOGE ST SAN DIEGO CA 92124 619 352 4406
B940026,B924656,176,HERBER L FRANKS 333 POINSETTIA AVE VISTA CA92083 760 334 4856
B924656,B924656,176,HERBER L F 5072 EL 61ST STRT MAYWOOUD CA 90270 323 787 4301
B946414,B924656,176,HERBER L FRANKS 5072 E 61ST ST MAYWOOD CA 90270 323 787 4301
B940369,B924749,15,DAYLE A BONSAL 3937 GIBRIALTAR AVE APARTMNT 8 LOS ANGELES CA 90008 818 813 0288
B924749,B924749,15,DAYLE A BONSAL 3937 GIBRAILTAR AV APARTMENT 8 LS ANGELES CALIFORNIA 90008 818 813 0288
B934564,B924749,15,DAYLE A BONSAL 3937 GIBRALTAR AVN APT 8 LOS ANGELES CALIFORNIA 90008 818 813 0288
B928597,B925399,148,SAMMY D STURDEVANT 1296 DAVID DR OAKDALE CA 95361 209 824 8445
B925399,B925399,148,D STURDEVANT 1145 W 84TH ST LOS ANGELES CA 90044 818 713 3683
B925929,B925929,66,DAIRL E LYONS 178 POST TUSSTIN CA 92781 714 711 8777
B925935,B925935,1,BARBAAR MYERS CHRISTIAN 3536 N BERLINAVE FRESNO CA 93722 559 304 7567
B926109,B926109,38,LUCY R WILSON 27096 CALLER EL PASO TEXAS 79926 915 762 6150
B981359,B926289,163,JEANNE PESQUEIRA 2950 HARDIEUS LANE SANTA ROSA CALIFORNIA 95403 707 641 8477
B926289,B926289,163,JEANNE PESQUEIRA 881605 APTDO LOS ANGELES CALI 9009 818 132 5560
B927866,B926289,163,JEANNE PESQUEIRA 2950 HARDIES LQN SANTA ROSA CA 95403 707 641 8477
B962844,B926289,163,PESQUEIRA 801611 BOX VALENCIA CA 91380 661 272 7050
B963402,B926289,164,OJSE CARDENAS 2950 HARDIES LN SANTA ROSA CALIF 95403 707 641 8477
B958058,B926920,82,LIDIA L HINDS 2116 WINGATE BND WELLINGTON FLORIDA 33414 561 443 0230
B968460,B926920,82,L HINDS 2116 WINGATE BND WELLINGTON FLORIDA 33414 561 443 0230
B970243,B926920,82,LIDIA L HINDS 1350 MANOR BLVD SAN LEANDRO CALI 94579 530 243 8760
B977181,B926920,82,LIDIA L HINDS 1350 MANOR BLVD SAN LEANDRO CALIF 94579 530 243 8760
B926920,B926920,82,LIDIA L STEAWRT 1350 MANOR BOULEVARD SAN LEANDRO CA 94579 530 243 8760
B930002,B927067,98,BRENDA C STAGER 3520 AARON DR SANTA ROSA CA 95404 707 441 2435
B968324,B927067,98,C STAGER 3520 AARON DR SANTA ROSA CA 95404 707 441 2435
B976153,B927067,98,BERNDA C STAGER 7831 MELROSE ST BUENA PARK CALIF 90621 714 165 2403
B927067,B927067,98,BRENDA C STAGER 1000 OARLOCK ST CROWLEY TX 76036 817 211 1343
B943776,B927067,98,BRENAD C STAGER 7831 MELROSE T BUENA PARK CALI 90621 714 165 2403
B931278,B927067,98,BRENDA C STAGER 7831 IMELROSE STR BUENA PARK CA 90621 714 165 2403
B927072,B927072,100,ANGIE R ULLAH 3571 NW 85TH WAY APT208 SUNRISE FLORIDA 3A3351 954 348 8480
B927128,B927128,78,ELIZABETH ANVARRETE 7367 MANDY DR SACRAMENTO CA 95823 916 140 1240
B943702,B927283,32,BELEN LEWIS 7595 POST OFFICE BOX PORT ST LUCIE FLORIDA 34985 786 622 4078
B980649,B927283,36,MARTHA AMPEREZ 218 W SILVER SANDS DR SAN ANTONIO TX 78216 210 727 0638
B988259,B927283,36,MARTHA AMPEREZ 108 E CHURCH ST GAINESVLLE TX 76240 940 818 1265
B978775,B927283,36,MARTHA COLLINS 280911 POST OFFICE BOX SAN FRANCISCO CALIF 94128 415 538 1852
B967888,B927283,36,MART COLLINS 108 E CHURCH ST GAINESVILLE TX 76240 940 818 1265
B953961,B927283,36,MARTHA COLLINS 3937 LUKE LN CARROLLTON TEXAS 75007 972 257 0041
B944379,B927283,36,MARTHA COLLINS 218 W SILVER SANDS DR SAN ANTONIO TEXAS 8216 210 727 0638
B958228,B927283,36,MARTHA COLLINS 108 E CHRCH STRT GAINESVILLE TX 76240 940 818 1265
B955976,B927283,37,FRANCIS AMPEREZ 108 E CHURCH STREET GAINEVILLE TX 76240 940 818 1265
B970650,B927283,37,FRANCIS AMPEREZ 110489 BUZON CARROLLTON TEXAS 75011 972 257 0041
B974722,B927283,37,FRANCIS AMPEREZ 218 W SILVER SANDS DR SAN ANTONIO TX 78216 210 727 0638
B927283,B927283,37,FRANK AMPEREZ 108 FE CHURCH ST GAINESVILLE T 76240 940 818 1265
B979905,B927283,37,FRANCIS AMPEREZ 7595 POST OFFICE PORT ST LUCIE FLORIDA 34985 407 642 6881
B945975,B927296,186,J IVAN GOMEZ 20737 CORTNER AV LAKEWOOD CAI 90715 562 471 1765
B996379,B927296,186,JEFFERY IVAN GOMEZ 20737 CORTNER AVE LAKEWOOD CA 90715 562 471 1765
B952395,B927296,186,J IVAN GOMEZ 5405 EAGLE CLAW DR PORT ORANGE FL 32128 386 158 5011
B941375,B927296,186,JEFFERY IVAN GOMEZ 10743 KESNTINGTON OAK DRV HUMBLE TEXAS 77396 281 828 8618
B927296,B927296,186,JEFFERY IVAN GOMEZ 7958 NW 41ST CT SUNRISE FL 33351 954 168 0205
B963170,B927296,186,JEFFERY IVAN GOMEZ 7958 NORTHWEST 41ST COURT SUNRISE FL 33351Q 954 168 0205
B927642,B927642,14,KHANTONG A ARMIREZ 22150 STAGG STR CANOGA PARK CALI 91304 818 375 1708
B932045,B927642,14,KHANTONG A RAMIREZ 881605 POST BOX LOS ANGELES CA 90009 818 438 8862
B980947,B927642,14,KHANTONG A RAMIREZ 22150 STGG ST CANOGA PARK CA 91304 818 375 1708
B987034,B927642,14,KHANTONG A RAMIREZ 6459 APTDO FULLERTON CA 92834 714 554 1066
B955235,B927642,127,ANTONIO W BERRY 881605 POST BOX LOS ANGELES CALI 90009 818 230 6075
B993926,B927642,127,ANTONIO W BERYR 881605 POST OFFICE LOS ANGELES CA 90009 818 152 6250
B927766,B927766,73,ORISTELA D BEDOLLA 1525 POST BOX EL CERRITO CA 94530 530 386 1487
B991666,B927766,73,ORISTELA D BEDOLLA 7319 HAZELTINE AVE APT 5 VAN NUYS CALIF 91405 818 286 0065
B977744,B927766,73,ORISTELA D B 7319 HAZELTINE AVE APT5 VAN NUYS CAI 91405 818 286 0065
B951133,B927766,73,ORISTELA D BEDOLLA 854 NORTON AVE GLENDALE CA 91202 818 170 2156
B936247,B927766,73,ORISTLEA D BEDOLLA 7319 HAZELTINE AVE APARTMENT 5 VAN NUYS CA 91405 818 286 0065
B929231,B929231,79,RUBEN R NAVARRETE 7367 MANDY DR SACRAMENTO CA 95823 916 140 1240
B931432,B929231,79,RUBEN R NAVARRETE 24477 DEL AMO RD RAMONA CA 92065 760 585 6276
B948984,B929231,79,RUBEN R NAVARRETE 77501 POST OFFICE BOX CORONA CALIF 92877 909 816 6774
B995178,B929231,79,RUBEN R NAVARREET 216 CAHPROCK DR ARLINGTON TEXAS 76018 817 223 3571
B929922,B929922,82,LINDA L HINDS 29605 SOLANA WAY APT J9E TEMECULA CA 92591 909 377 2055
B930737,B930737,40,COREY E WADDELL 869 SHOSHONE LANE MELBOURNE FL 32904 321 608 3386
B969397,B930737,40,C E WADDELL 869 SHOSHONE LN MELBOURNE FLA 32904 321 608 3386
B931568,B931568,21,M P ZUCCARELLO 602 OFFICE BOX STUTTGART ARKANSAS 72160 870 280 5778
B931661,B931661,3,MARECLA VILLA 12840 SANTA LUCIA RD ATASCADERO CA 93422 805 836 0237
B931803,B931803,8,BARRY DUNCAN CROOK 1342 W 35TH ST LOS ANGELES CALI 90007 818 285 5136
B957718,B932857,48,PEARLETHA L GAY 740 BROADWAY AT 53 SAN FRANCISCO CALI 94133 415 807 7426
B965444,B932857,48,PEARLETHA L GRYA 208 BELLINGHAM CT LINCOLN OCA 95648 916 545 1364
B932857,B932857,48,PEARLETHA L GRAY 4800 TIFFANY WAY FAIR OAKS CA 95628 916 365 2385
B991065,B932857,48,PEARLETHA L GRAY 208 BELLINGHAM CT LINCOLN CA G95648 916 545 1364
B956865,B932857,48,PEARLETHA L GRAY 740 BROADWAY APT 53 SAN FRANCISCO CA 94133 415 807 7426
B933103,B933103,158,ARMANOD G PADILLA 6019 3RD CT E BRADENTON FL 34203 941 743 4580
B934331,B934331,103,C OROZCO 5635 CALLER DELTONA FL 32728 407 611 5346
B973960,B934645,92,RENNIE C MEJIA 2130 SE GRAND DR PORT SAINT LUCIE FL 4952 772 371 7802
B934645,B934645,92,IRENE C MEJAI 3842 PARKSIDE MISSOURI CITY TX 77459 281 588 1642
B947513,B934645,92,IRENE C MEJIA 3842 PARKSIDE MISSOURI CITY TEXAS 77459 281 588 1642
B967312,B934645,93,M BALTIMORE 2130 SE GRAAND DRV PORT SAINT LUCIE FL 34952 772 371 7802
B974827,B934645,93,VICTOR M BALTIMORE 18895 SHORELINE WAY FAYETTEVILLE AR 72703 479 536 3131
B936593,B936593,161,SICA C BRITTON 11614 CIELO LN OMA LINDA CALIFORNIA 92354 909 866 8656
B936697,B936593,161,JESS C BRITTON 13 BOX WHITTIER CA 90608 562 760 4477
B937653,B936593,161,JESSICA C BRITTON 11614 CIELO LANE LOMA LINDA CALIF 9234 909 866 8656
B993460,B936593,161,JESSICA C BRITTON 5224 W WESTGATE AVE VISALIA CA 93277R 559 240 2200
B937817,B937817,75,TIMOTHY GONZALES 542 BOX ROCKLIN CA 95677 916 710 7886
B938518,B938518,165,N MOJICA 53 CHESTNUT RDG NEW CANEY TX 77357 281 711 7507
B938534,B938534,16,P TENISON 613 CAPITOL ST VALLEJO CA 94590 707 600 2868
B938731,B938731,10,MICHAEL DAINELS 9426 NW 2ND PL MIAMI SHORES FL 3150 305 700 6470
B941773,B938731,10,MICHAEL DANIELS 9426 NW 2ND PL MIAMI SHORES FL 33150 305 700 6470
B952515,B938731,10,MICHAEL DANIELS 1513 BUZON SEBRING FLA 33871 863 574 1607
B978142,B938731,10,MICHAEL DANIELS 1111 SHAWNEE ST HOUSTON TX 77034 713 612 8525
B981997,B938731,10,MICHAEL DANIELS 2728 POST OFFICE LAKELAND FL 3386 863 755 8552
B994159,B938731,10,MICHAEL DANIELS 9426 W 2ND PL MIAMISHORES FLA 33150 305 700 6470
B938992,B938992,20,C ANDREALA 1347 BUZON MALVERN AR 72104 501 251 2223
B939555,B939555,137,ILKNUR D VOGL 10859 US HIWAY 9W MIRAMAR BEACH FL 32550 850 656 1732
B985120,B939555,137,ILKNUR D VOGL 2603 BRADBURN HILL LANE HOUSTON TEXAS 7014 713 206 5641
B939642,B939642,110,MICHELLE F BOSE 530 PARKSIDE AVE MERRITT ISLAND FL 32953 321 751 0373
B951715,B939642,110,MICHELLE F BOSE 1211 REAGAN DR LAREDO TEXAS 78046 956 138 8865
B961664,B939642,110,MICHELLE F BOSE 530 PARKSIDE AVEN MERRIRTT ISLAND FLORIDA 32953 321 751 0373
B940532,B940532,69,BARBARA B BRAKER 674 BOX TEMPLE CITY CA 91780 626 348 7048
B940949,B940949,41,CANDACE QUILES 1475 W 46TH ST APT 522 HIALEAH FL 33012 305 471 7123
B993706,B940949,41,CANDACE QUILES 1475 W 46TH ST PT 522 HIALEAH FL 33012 305 471 7123
B947906,B940949,41,CANDACE QUILES 740515 BOX ORANGE CITY FL 32774 386 445 6002
B953665,B940949,41,CANDACE QUILES 1475 WEST 46TH STRT APT 522 HIALEAH FL 33012 305 471 7123
B941489,B941489,62,JAMES L DELAY 2600 CALLER FONTANA CALIFORNIA 92334 909 856 5241
B941961,B941489,62,JAMES L DELAY 50 CHRISTEN AVE DALY CITY CA 94015 650 528 1524
B989024,B941489,62,JAMES L DELAY 7006 APARTADO NORTH PORT FL 34290 941 465 5262
B943672,B943672,174,L TURNER 631 WILLETT DRIV WINTER GARDEN FL 34787 407 521 6216
B944790,B944790,29,MATTHEW A BRYANT 136 CREEKVIEWDR VALLEJO CA 94591 707 134 6727
B945399,B945399,79,R NAVARRETE 7367 MANDY DRIV SACRAMENTO CA 95823 916 140 1240
B945957,B945957,148,SAMANTHA D STURDEVANT 4119 STR ANA ST HUNTINGTON PARK CA 90255 323 103 4603
B949155,B949155,30,C OSORIO 38125 TIMBERLANE DR UMATILLA FLA 32784 352 144 4463
B953960,B953960,65,K E ENNIS 6808 NORTH HALF MOON DRIV BAKERSFIELD CA 93309 661 880 5333
B955905,B955905,28,E J AYALA 3203 SAN MEDINA AVE DALLAS TX 75228 214 701 3356
B956434,B956434,80,HOYOS 791 LITTLE WEKIVA DR ALTAMONTE SPRINGS FL 32714 407 416 2733
B967392,B956926,165,NANCY M 1411 DOVE CREEK N ALLEN TX 75013 972 415 6121
B956926,B956926,165,MOJICA 1411 DOVE CREEK LN ALLEN TX 75013 972 415 6121
B970724,B961651,80,CAROLINE HOYIOS 1438 FATWOOD CT TRINITY FL 34655 727 622 2744
B961651,B961651,80,CAROL HOYOS 1438 FATWOOD CT TRINITY FL 34655 727 622 2744
B963886,B963886,27,I OLIVER 165891 APTDO LITTLE ROCK ARK 72216 501 432 2332
B965355,B965355,76,DINA WOOLDRIDGE 3602 ROLLING QGREEN DRV PT 1317 AIBILENE TEXAS 79606 915 730 8303
B967351,B967351,53,LANSANA WILLIAMS 3441 MAYFAIR DR SACRAMENTO CA 95864 916 706 8261
B981564,B967351,53,LANSANA WILLIAMS 10312 PARISE DR WHITTIER CALIF 90604 562 200 3674
B985572,B967351,53,LANSANA WILLIAMS 238 WEST PLEASANT AVENIDA TULARE CA 93274 559 233 3862
B968527,B968527,114,J PALOMINO 5340 SW 154TH CT MIAMI FL 33185 305 678 2057
B969525,B969525,80,CAROL GREGORY 10750 WASHINGTON ST APARTMNT 105 PEMBROKE PINES FL 33025 954 361 7825
B994642,B969525,80,HOYOS 10750 WASHINGTON ST APT 15 PEMBROKE PINES FL 33025 954 361 7825
B969768,B969768,75,TIM GONZALES 11268 JOSHUA CT FONTANA CA 92337 909 887 2727
B987277,B969768,75,TIMOTHY GNOZALES 11268 JOSHUA CET FONTANA CA 92337 909 887 2727
B989733,B969768,75,GONZALES 11268 JOSHUA CT FONTANA CALIF 92337 909 887 2727
B970535,B970535,26,JEFF CAPETILLO 15632 POST SAINT PETERSBURG FLORIDA 33733 727 102 6884
B973487,B973487,169,JACKIE B SPEAR 13242 CAMINO CARLOS SAN ANTONIO TX 78233 210 817 1751
B978052,B978052,88,E I VILLAGRAN 4100 TRADEWIND C EL PASO TEXAS 79904 915 686 2243
B978280,B978280,15,D A BONSAL 661 SALEM STR APT 10 GLENDALE CA 91203 818 357 2076
B978758,B978758,187,LISENA A POYTHRESS 351 CHESTER ST AKLAND CA 94607 530 617 8250
B981920,B981920,53,L WILLIAMS 2333 POST OFFICE BOX LEASANT HILL CA 94523 925 718 2062
B982054,B982054,1,CHAVEZ 543301 BUZON GRAND PRAIRIE TX 75054 972 831 3281
B983897,B983897,160,GARY BLELO 55 FAIRWAY DR AP 21E MIAMI SPRINGS FL 33166 305 685 4254
B984212,B984212,166,JOHANNES A GARCIA 263 POST OFFICE BOX KINGSBURG CA 93631 559 152 5007
B995207,B984212,166,JOHN A GARCIA 24771 SAGECREST CIR STEVENSON RANCH CA 91381 805 875 3705
B984526,B984526,12,C ROY 2507 S J ST ROGERSARKANSAS 72758 479 708 7528
B984592,B984592,9,S BARAONA 1598 E EVERGLADE AVE FRESNO CALIF 93720G 559 627 8164
B989879,B989879,5,DEEN M HENRY 231 W TARRINGTON DR DELAND FL 32724 386 427 6716
B990580,B990580,42,F L URBANSKI 31734 WATERFALL WAY MURRIETA CALI 92563 909 747 6753
B992286,B992286,118,CLETT BERBER 794 APTDO PEARLAND TX 77588 281 137 6120
B995970,B992286,118,CLETT BEREBR 107 GRETENHAVEN DR SAN ANTONIO TX 78201 210 712 0471
B993082,B993082,30,B OSORIO 580 COUNTY ROAD 3463 KEMPNER TX 76539 512 488 4703
B995556,B995556,86,FRNACES WILSON 343 A N FLETCHER AVE FERNANDINA BEACH FL 32034 904 578 4814
B997100,B997100,25,DEE P BLANKENSHIP 7837 BRIDGESTONETER JACKSONVILLE FLORIDA 32216 904 114 2701
